,0
104,"Starfield vượt mốc 12 triệu người chơi. Sau những bình luận của với một tạp chí Brazil về việc tăng giá Starfield trên Xbox Series S ở các quốc gia châu Mỹ Latinh, Giám đốc điều hành Microsoft Gaming Phil Spencer đã tiết lộ cột mốc mới về số lượng người chơi của Starfield."
105,"Cựu sinh viên có điểm GPA cao nhất lịch sử trường tự chủ đầu tiên. Tiến sĩ Lê Huỳnh Minh Triết - cựu sinh viên Trường Đại học Quốc tế, Đại học Quốc gia TPHCM - là người có điểm GPA cao nhất lịch sử của trường này."
106,"Ánh Viên chạy xe hơn 30 km tới lớp bơi miễn phí dạy các em nhỏ. Dù nhà cách hồ bơi Tân Túc hơn 30 km nhưng từ sáng sớm, Ánh Viên đã dậy chuẩn bị và chạy xe tới hướng dẫn cho các em thiếu nhi ở lớp bơi miễn phí."
107,"3 dấu hiệu cần cho trẻ nhập viện ngay khi mắc tay chân miệng. Sốt trên 38,5 độ C kéo dài hơn 48 giờ và không đáp ứng thuốc hạ sốt, giật mình, quấy khóc dai dẳng là những dấu hiệu cảnh báo bệnh tay chân miệng trở nặng, cần đưa trẻ tới viện."
108,"Thời đại số, bùng nổ chuyển tiền qua QR Code. Covid-19 đã thay đổi thói quen giao dịch, thay vì sử dụng tiền mặt, chuyển tiền trực tuyến đã phổ biến, Là một hình thức nâng cấp hơn, chuyển tiền qua mã QR tuy mới xuất hiện nhưng ghi nhận tăng trưởng cao nhờ thao tác đơn giản và tiện lợi."
109,"9 dưỡng chất giúp phụ nữ khỏe đẹp, tăng tuổi thọ . Phụ nữ bổ sung kali để cân bằng huyết áp, ăn thực phẩm nhiều vitamin C để cơ thể tổng hợp collagen giúp da sáng khỏe."
110,"Cô giáo U50 bày cách dụ học trò Gen Z học toán Mắng 1 câu phải dỗ 5 câu. Cô Nguyễn Thị Thanh Huyền - giáo viên toán Trường THCS Nguyễn Trãi, Thanh Xuân, Hà Nội - chia sẻ Để dạy được học trò Gen Z thì việc đầu tiên là phải tìm cách thích nghi với các em."
111,"Sút tung lưới Man City, Son Heung Min đi vào lịch sử Premier League. Son Heung Min đã khiến trận đại chiến giữa Man City và Tottenham hấp dẫn ngay từ những phút đầu khi anh ghi bàn và đá phản lưới nhà chỉ trong vòng 137 giây."
112,"Mắc bẫy tăng giá, nhà đầu tư dồn dập cắt lỗ cổ phiếu để thoát hàng. Trong khi lực bán dồn dập khiến hàng loạt cổ phiếu giảm sàn cuối phiên, VN-Index có lúc thủng 1.100 điểm thì cá mập (khối ngoại, tự doanh) lại mua ròng mạnh."
113,"Victoria School ra mắt cơ sở mới. TP HCM Victoria School ra mắt cơ sở thứ hai là Trường quốc tế song ngữ Victoria Riverside, hướng đến mô hình trường học hạnh phúc của UNESCO, ngày 16/12."
114,"3 xe đầu kéo chắn kín quốc lộ, bít đường đến cửa khẩu Cha Lo. Trên quốc lộ 12A, đoạn qua tỉnh Quảng Bình xảy ra vụ tai nạn giữa 3 xe đầu kéo, khiến giao thông ách tắc kéo dài suốt 8 giờ đồng hồ."
115,"Bất động sản vùng ven Hà Nội gãy sóng. Đầu quý III, bất động sản một số huyện vùng ven Hà Nội xuất hiện đợt sóng nhỏ, giá rục rịch tăng nhưng đến nay lại trầm lắng."
116,"Với một tỷ đồng có đủ xây và hoàn thiện nội thất nhà 3 tầng 30 m2, . Tôi muốn xây và hoàn thiện đầy đủ nội thất căn nhà phố 3 tầng diện tích 30 m2 nhưng không biết ngân sách một tỷ đồng liệu có đủ,"
117,"Thắc mắc thường gặp về cholesterol . Ăn uống, tập thể dục như thế nào giúp giảm cholesterol lành mạnh là thắc mắc thường gặp của nhiều người."
118,"Cách ngăn ngừa viêm mũi dị ứng . Xịt rửa mũi, súc miệng bằng nước muối ấm, đeo khẩu trang khi ra ngoài, tăng cường hệ miễn dịch để phòng viêm mũi dị ứng tái phát."
119,"Sao đột nhiên giá xăng giảm liên tục, . Thời gian qua, giá xăng dầu thế giới đi xuống, Bên cạnh yếu tố tỷ giá, dự trữ xăng của Mỹ tăng mạnh, đồng thời xuất hiện lo ngại về tình hình kinh tế Trung Quốc và nhu cầu nhiên liệu trong tương lai."
120,"Chủ đất vàng Giảng Võ lãi tăng gần 54%, dự án tại Đông Anh chuyển biến. Nguồn thu từ tài chính đem về cho Công ty cổ phần Trung tâm hội chợ triển lãm Việt Nam 446 tỷ đồng sau 9 tháng."
121,"Aguero Man Utd là ứng viên vô địch Ngoại hạng Anh. Cựu tiền đạo Sergio Aguero vẫn xem Man Utd là đối thủ cạnh tranh vô địch, dù đang kém đỉnh bảng Arsenal đến 11 điểm ở Ngoại hạng Anh 2023-2024."
122,Thứ trưởng Bộ Giáo dục Phương thức tuyển sinh chưa đảm bảo công bằng. Thứ trưởng Bộ GD&ĐT Hoàng Minh Sơn nói Điểm yếu lớn nhất của tuyển sinh là giữa các phương thức tuyển sinh còn chưa đảm bảo sự công bằng nhất định.
123,"Uống cà phê trước khi ăn sáng có hại dạ dày không, . Tôi nghe nói uống cà phê mà không ăn vào buổi sáng có thể làm hỏng niêm mạc dạ dày, Điều đó có đúng không,"
124,"Những vấn đề ở hàng công Liverpool . Anh Theo chuyên gia Adrian Clarke của Ngoại hạng Anh, các tiền đạo Liverpool phung phí nhiều cơ hội, thiếu tính kết nối từ đầu mùa và phải cải thiện nhiều khi đấu Arsenal tại Anfield hôm nay."
125,"Messi kể về hành trình sang Mỹ trong siêu phẩm hợp tác với Apple. Hành trình tới nước Mỹ của Messi là chủ đề được quan tâm rộng rãi, Câu chuyện ấy đã được truyền tải trong bộ phim tài liệu Messi Meets America (tạm dịch Messi đến nước Mỹ) của Apple TV."
126,"Moonlight 1 - đặc quyền an cư giữa lòng trung tâm hành chính mới. Trong những năm gần đây, phía Tây Hà Nội đang được xem là vùng trũng thu hút các chủ đầu tư (CĐT) lớn, dự án hạng sang khi hưởng lợi từ làn sóng phát triển đồng bộ về hạ tầng, kinh tế, xã hội, dân trí.., của toàn khu vực."
127,"Miss Eco Việt Nam Nguyễn Thanh Hà vào Top 10 Hoa hậu Môi trường Thế giới. Với giải thưởng quan trọng Trang phục môi trường đẹp nhất (Best Eco Dress), Miss Eco Việt Nam Nguyễn Thanh Hà vào Top 10 cuộc thi Hoa hậu Môi trường Thế giới."
128,"BerRiver Jardin căn hộ cao cấp, kề phố nhìn sông, giá từ 3,2 tỷ đồng. Trong bối cảnh nguồn cung mới đang ngày càng hạn chế, việc tìm kiếm căn hộ cao cấp tại nội thành với đầy đủ tiện ích, giá cả hợp lý luôn là bài toán khó với nhiều người mua nhà."
129,"Man Utd mua Antony đắt hơn gấp ba lần định giá. Anh Các tuyển trạch viên Man Utd ban đầu chỉ định giá Antony 32 triệu USD, nhưng CLB sau đó mua tiền đạo cánh Brazil với giá 109 triệu."
130,Lo ngại cạnh tranh trước làn sóng công nghiệp hỗ trợ Trung Quốc. GS Phan Đăng Tuất cho biết đang có làn sóng đổ bộ công nghiệp hỗ trợ của Trung Quốc vào Việt Nam để né thuế và cạnh tranh trực tiếp với doanh nghiệp sản xuất trong nước.
131,"Từ năm 2025, học sinh thi tốt nghiệp THPT 2 môn bắt buộc, 2 môn tự chọn. Từ năm 2025 , thí sinh sẽ thi hai môn bắt buộc gồm toán và ngữ văn, Thí sinh cũng sẽ thi hai môn tự chọn trong các môn ngoại ngữ, lịch sử, vật lý, hóa học, sinh học, địa lý, giáo dục kinh tế và pháp luật, tin học, công nghệ."
132,"Thêm nhiều nông sản Việt rộng cửa vào Trung Quốc. Dừa tươi, bơ, na, roi, hoa quả có múi và trái cây đông lạnh sẽ là những nông sản Việt tiếp theo được Trung Quốc thúc đẩy mở cửa thị trường."
133,"Cựu kỹ sư Amazon thừa nhận hack 12,3 triệu USD tiền số. Shakeeb Ahmed, cựu kỹ sư bảo mật của Amazon, thừa nhận đã khai thác lỗ hổng của hai sàn tiền số và đánh cắp số token trị giá 12,3 triệu USD."
134,"Con gái bầu Đức đăng ký mua một triệu cổ phiếu HAG. Bà Đoàn Hoàng Anh, con gái Bầu Đức, vừa đăng ký mua 1 triệu cổ phiếu HAG trong bối cảnh mã này có hai phiên điều chỉnh mạnh."
135,Võ sĩ gây sốt với khoảnh khắc hạ gục đối thủ đẹp nhất năm. Ngôi sao UFC Drakkar Klose đã gây sốt mạng xã hội sau khoảnh khắc ra đòn tuyệt đẹp hạ gục đối thủ và được bình chọn là cú knock-out hay nhất năm.
136,"Nguyễn Filip viết lời gan ruột bằng tiếng Việt Nam Tôi tự hào là nòi giống Lạc Hồng. Nguyễn Filip đã rất xúc động khi chính thức có quốc tịch Việt Nam, khiến cánh cửa đến với đội tuyển quốc gia đã ở rất gần với anh."
137,"Trung Quốc giáng đòn mạnh vào ngành game. Trung Quốc ra dự thảo hạn chế chi tiêu, nạp tiền, tặng quà trong game, khiến các công ty trong ngành bị thổi bay hàng chục tỷ USD vốn hóa."
138,"Hai vợ chồng chịu án oan khởi kiện đòi bồi thường hơn 28 tỷ đồng. Ông Võ, bà Thưởng bị khởi tố và kết án oan 2 năm tù nên TAND huyện Tuy Đức đề xuất bồi thường hơn 398 triệu đồng, Không đồng ý, hai vợ chồng khởi kiện, đòi bồi thường hơn 28 tỷ đồng."
139,Youtuber bị ngồi tù vì cố tình gây tai nạn máy bay để quay video câu view. Một Youtuber người Mỹ đã phải lĩnh án tù sau khi cố tình gây ra vụ tai nạn máy bay để quay video câu view trên mạng xã hội.
140,"Liverpool chiếm chỗ của Man City sau cơn mưa bàn thắng ở Anfield. Liverpool đã giành được chiến thắng 4-3 trước Fulham ở trận đấu thuộc vòng 14 Premier League, Đoàn quân của HLV Klopp đã vươn lên nhì bảng, kém đội đầu bảng Arsenal 2 điểm."
141,"Quét mã QR, nhận sách Cẩm nang tuyển sinh 2023 điện tử miễn phí. Hưởng ứng Tháng Thanh niên với chủ đề Tuổi trẻ tiên phong chuyển đổi  số, hôm nay (25.3), ấn phẩm Cẩm nang tuyển sinh 2023 của Báo Thanh  Niên ra mắt phiên bản điện tử tặng miễn phí cho thí sinh, Cùng với việc  truy cập trực tiếp trang web Thanh Niên, bạn đọc có thể quét mã QR để  nhận sách miễn phí."
142,"Ngoại giao cây tre Việt Nam giữa biến động toàn cầu. Giữa bối cảnh kinh tế - chính trị toàn cầu biến động phức tạp dẫn đến những thách thức không hề nhỏ, ngoại giao cây tre Việt Nam đã thể hiện những bản sắc riêng giúp nâng cao vị thế đất nước trên trường quốc tế."
143,"Giá vàng tăng vọt, chứng khoán Mỹ lập đỉnh mới. Mỗi ounce vàng tăng 47 USD và chỉ số DJIA cũng lập kỷ lục mới khi Fed ám chỉ có thể giảm lãi suất năm sau."
144,"Nhiều tài khoản game thủ PlayStation bất ngờ bị cấm vĩnh viễn. Nếu là một game thủ PlayStation và nhận được thông báo gần đây từ Sony rằng tài khoản của họ đã bị cấm vĩnh viễn, họ không phải là duy nhất."
145,"Cao tốc, sân bay là cơ hội đặc biệt lớn với du lịch Bình Thuận. Cảm hứng từ cao tốc Phan Thiết - Dầu Giây khiến lượng khách du lịch Bình Thuận năm nay ước vượt 36% so với kế hoạch năm."
146,"Hóa đơn điện tăng đột biến Gia đình Hà Nội chỉ cách giảm 60% tiền điện. Gia đình anh Nguyễn Tùng (huyện Thanh Trì, Hà Nội) giảm gần 60% tiền điện hàng tháng, từ 1,7 triệu đồng xuống còn 700.000 đồng."
147,"Ngôi nhà 240 m2 ưu tiên không gian nghỉ ngơi . Đồng Nai Ưu tiên không gian sinh hoạt, bố trí khu đọc sách và vui chơi rộng rãi cho trẻ, ngôi nhà đáp ứng trọn vẹn nhu cầu nghỉ ngơi của gia đình."
148,"Chuyên gia kiến nghị xây dựng quy định khung liêm chính khoa học . Các chuyên gia cho rằng cần phải có bộ quy tắc chung về liêm chính với các tiêu chí giám sát, đánh giá dựa trên nền tảng pháp luật."
149,"Ông vua của xu hướng thời trang diện suit không cần áo sơ mi. Ngoài công việc diễn xuất, Timothée Chalamet luôn được biết đến là người sở hữu gu thời trang sành điệu, phá vỡ nhiều giới hạn và có tầm ảnh hưởng trên thế giới."
150,"Tháp đôi 36 tầng tại Gem Park Hải Phòng . Hải Phòng Chủ đầu tư N.H.O ra mắt tòa tháp đôi cao 36 tầng tại dự án Gem Park, cung cấp ra thị trường hơn 900 căn hộ với đa dạng loại hình."
151,"Dự báo thời tiết 30/11 Bắc Bộ và Bắc Trung Bộ trời chuyển rét. Theo dự báo, từ đêm 30/11, ở khu vực Bắc Bộ và Bắc Trung Bộ trời chuyển rét, vùng núi Bắc Bộ có nơi rét đậm, rét hại."
152,"Man Utd liên tiếp thua trận, HLV Ten Hag bị nhiều học trò quay lưng. Truyền thông Anh tiết lộ hơn nửa đội hình của Man Utd không còn sự tin tưởng vào huấn luyện viên (HLV) Erik Ten Hag sau khi Quỷ đỏ thất bại liên tiếp trên mọi đấu trường mùa giải này."
153,"Mỹ nhân Diệp Vấn kết hôn. Diễn viên Ngô Thiên Ngữ, từng đóng Diệp Vấn 3, đăng ký kết hôn với con trai đại gia Hong Kong."
154,JBL ra mắt bộ đôi tai nghe Live 670NC và Tune 670NC. JBL Việt Nam vừa chính thức ra mắt hai mẫu tai nghe chụp tai hoàn  toàn mới - từng gây ấn tượng tại Triển lãm công nghệ IFA 2023 - JBL Live  670NC và JBL Tune 670NC.
155,"Dàn sao Việt dự triển lãm thời trang. TP HCM Hoa hậu Thùy Tiên, người mẫu Minh Tú, siêu mẫu Vũ Thu Phương cùng nhiều sao đi xem triển lãm thời trang Việt Nam."
156,"Bộ Xây dựng Tăng lợi nhuận cho chủ đầu tư nhà xã hội sẽ làm tăng giá nhà. Theo Bộ Xây dựng, nếu tăng mức lợi nhuận cho chủ đầu tư dự án nhà ở xã hội lên thì giá nhà ở xã hội sẽ tăng lên, người mua phải chịu chi phí này."
157,"Tiền Giang ghi nhận ca mắc đậu mùa khỉ đầu tiên. Bệnh nhân nam 32 tuổi, ngụ huyện Cai Lậy được xác định dương tính với virus đậu mùa khỉ, sau khi cơ thể xuất hiện các triệu chứng mụn nước rải rác, ớn lạnh."
158,"Đau họng, khàn tiếng do viêm thanh quản, polyp dây thanh. Chủ quan nghĩ đau họng, khàn tiếng do viêm họng, chị N.T.T.T (40 tuổi) tự mua thuốc về uống và không nghĩ tình trạng của mình có liên quan tới viêm thanh quản, polyp dây thanh."
